fund_code,fund_abbr_name,nav,add_nav,pre_nav,pre_add_nav,day_growth,day_growth_rate,handling_charge
213917,宝盈增强债券C,1.0719,1.6539,1.0710,1.6530,0.0009,0.08,0.00%
217001,招商安泰混合,0.3913,3.7433,0.3866,3.7386,0.0047,1.22,0.15%
217002,招商安泰平衡,1.1057,2.9777,1.1023,2.9743,0.0034,0.31,0.15%
217003,招商安泰债券A,1.1535,1.9250,1.1531,1.9246,0.0004,0.03,0.08%
217005,招商先锋,0.9916,2.9416,0.9792,2.9292,0.0124,1.27,0.15%
217008,招商安本增利债券,1.3665,1.9865,1.3651,1.9851,0.0014,0.10,0.00%
217009,招商核心价值,1.1795,1.2995,1.1795,1.2995,0,0.00,0.15%
217010,招商大盘蓝筹混合,1.5440,2.2570,1.54,2.2530,0.0040,0.26,0.15%
217011,招商安心债券,1.47,1.71,1.4680,1.7080,0.0020,0.14,0.00%
217012,招商行业领先混合A,1.4890,1.7890,1.4870,1.7870,0.0020,0.13,0.15%
217013,招商中小盘混合,1.7050,1.7050,1.6860,1.6860,0.0190,1.13,0.15%
217015,招商全球资源,,,1.1020,1.1020,,,0.16%
217016,招商深证100指数A,1.4170,1.4170,1.4080,1.4080,0.0090,0.64,0.12%
217017,招商上证消费80ETF联接A,1.5390,1.5390,1.5280,1.5280,0.0110,0.72,0.15%
217018,招商安瑞进取债券,1.7120,1.7120,1.7080,1.7080,0.0040,0.23,0.08%
217019,招商深证TMT50ETF联接A,1.5930,1.5930,1.5850,1.5850,0.0080,0.50,0.15%
217020,招商安达灵活配置混合,1.2281,1.5260,1.2208,1.5187,0.0073,0.60,0.15%
217021,招商优企灵活配置,2.2890,2.2890,2.2580,2.2580,0.0310,1.37,0.15%
217022,招商产业债券A,1.2590,1.4990,1.2570,1.4970,0.0020,0.16,0.08%
217023,招商信用增强债券,1.0240,1.4020,1.0230,1.4010,0.0010,0.10,0.08%
217024,招商安盈保本,1.0410,1.3940,1.0390,1.3920,0.0020,0.19,0.12%
217027,招商央视财经50指数A,2.0460,2.0460,2.0280,2.0280,0.0180,0.89,0.12%
217203,招商安泰债券B,1.1733,1.8768,1.1729,1.8764,0.0004,0.03,0.00%
229002,泰达宏利逆向策略混合,1.6720,2.5320,1.6770,2.5370,-0.0050,-0.30,0.15%
233001,大摩基础行业混合,0.9826,2.5276,0.9793,2.5243,0.0033,0.34,0.15%
233005,大摩强收益债券,1.6708,1.7058,1.6714,1.7064,-0.0006,-0.04,0.08%
233006,大摩领先优势混合,2.1661,2.1661,2.1466,2.1466,0.0195,0.91,0.15%
233007,大摩卓越成长混合,2.1842,2.5562,2.1663,2.5383,0.0179,0.83,0.15%
233008,大摩消费领航,0.9194,0.9194,0.9143,0.9143,0.0051,0.56,0.15%
233009,大摩多因子策略混合,1.2980,2.3150,1.3030,2.32,-0.0050,-0.38,0.15%
233010,大摩深证300指数增强,1.5850,1.5850,1.5810,1.5810,0.0040,0.25,0.12%
233011,大摩主题优选混合,2.1440,2.6240,2.1420,2.6220,0.0020,0.09,0.15%
233012,大摩多元收益债券A,1.65,1.65,1.6520,1.6520,-0.0020,-0.12,0.08%
233013,大摩多元收益债券C,1.6110,1.6110,1.6130,1.6130,-0.0020,-0.12,0.00%
233015,大摩量化配置混合,1.70,2.10,1.6990,2.0990,0.0010,0.06,0.15%
240001,华宝宝康消费品,2.3177,6.7817,2.3218,6.7919,-0.0041,-0.18,0.12%
240002,华宝宝康灵活配置,1.9950,3.7750,1.9908,3.7708,0.0042,0.21,0.12%
240003,华宝宝康债券,1.3740,2.0140,1.3732,2.0132,0.0008,0.06,0.08%
240004,华宝动力组合混合,1.4635,3.9735,1.4710,3.9810,-0.0075,-0.51,0.15%
240005,华宝多策略增长,0.6022,4.5483,0.6029,4.5499,-0.0007,-0.12,0.15%
240008,华宝收益增长,5.6711,5.6711,5.6971,5.6971,-0.0260,-0.46,0.15%
240009,华宝先进成长混合,2.8525,3.1205,2.8396,3.1076,0.0129,0.45,0.15%
240010,华宝行业精选混合,1.4972,1.4972,1.5039,1.5039,-0.0067,-0.45,0.15%
240011,华宝大盘精选混合,1.8218,2.0898,1.8114,2.0794,0.0104,0.57,0.15%
240012,华宝增强债券A,1.1021,1.4821,1.1009,1.4809,0.0012,0.11,0.08%
240013,华宝增强债券B,1.0537,1.4337,1.0527,1.4327,0.0010,0.10,0.00%
240014,华宝中证100,1.3540,1.3540,1.3435,1.3435,0.0105,0.78,0.12%
240016,华宝上证180联接,1.7890,1.8190,1.7820,1.8120,0.0070,0.39,0.15%
240017,华宝新兴产业混合,1.8477,2.2957,1.8286,2.2766,0.0191,1.04,0.15%
240018,华宝可转债,0.9154,0.9154,0.9209,0.9209,-0.0055,-0.60,0.08%
240019,华宝上证180成长联接,1.7480,1.7480,1.74,1.74,0.0080,0.46,0.15%
240020,华宝医药生物混合,1.7050,1.9940,1.7020,1.9910,0.0030,0.18,0.15%
240022,华宝资源优选混合,1.41,1.5190,1.4140,1.5230,-0.0040,-0.28,0.15%
241001,华宝海外中国混合(QDII),,,1.90,1.90,,,0.15%
253010,国联安安心成长混合,0.6860,2.0090,0.6830,2.0040,0.0030,0.44,0.15%
253030,国联安信心增益债券,1.0394,1.1474,1.0395,1.1475,-0.0001,-0.01,0.08%
253060,国联安信心增长债券A,1.0319,1.2039,1.0316,1.2036,0.0003,0.03,0.06%
253061,国联安信心增长债券B,1.0251,1.1841,1.0249,1.1839,0.0002,0.02,0.00%
255010,国联安稳健,1.1670,3.2630,1.1680,3.2640,-0.0010,-0.09,0.15%
257010,国联安德盛小盘精选,1.0990,3.80,1.0970,3.7980,0.0020,0.18,0.15%
257020,国联安精选混合,1.2160,4.1250,1.2170,4.1260,-0.0010,-0.08,0.15%
257030,国联安优势混合,1.4620,2.0380,1.4610,2.0370,0.0010,0.07,0.15%
257040,国联安红利混合,1.2690,2.2220,1.2680,2.2210,0.0010,0.08,0.15%
257050,国联安主题驱动混合,1.4477,1.4477,1.4376,1.4376,0.0101,0.70,0.15%
257060,国联安商品ETF联接,0.6421,0.6421,0.6427,0.6427,-0.0006,-0.09,0.15%
257070,国联安优选行业混合,1.6367,1.9377,1.6334,1.9344,0.0033,0.20,0.15%
260101,景顺长城优选混合,2.7935,4.8242,2.7928,4.8235,0.0007,0.03,0.15%
260103,景顺长城动力平衡,1.1415,3.4315,1.1260,3.4160,0.0155,1.38,0.15%
260104,景顺长城内需增长混合,5.3460,7.1920,5.3840,7.23,-0.0380,-0.71,0.15%
260108,景顺长城新兴成长混合,1.35,2.7170,1.3190,2.6860,0.0310,2.35,0.15%
260109,景顺长城内需贰号混合,1.0690,3.0050,1.0760,3.0120,-0.0070,-0.65,0.15%
260110,景顺长城精选蓝筹混合,1.3890,1.5930,1.3720,1.5760,0.0170,1.24,0.15%
260111,景顺长城公司治理混合,1.33,1.9280,1.33,1.9280,0,0.00,0.15%
260112,景顺长城能源基建混合,1.6610,2.3660,1.66,2.3650,0.0010,0.06,0.15%
260115,景顺长城中小盘混合,1.1760,1.7360,1.1850,1.7450,-0.0090,-0.76,0.15%
260116,景顺长城核心竞争力混合A,3.0610,3.2110,3.0220,3.1720,0.0390,1.29,0.15%
260117,景顺长城支柱产业混合,1.2380,1.5180,1.2350,1.5150,0.0030,0.24,0.15%
261001,景顺长城稳定债券A,1.0110,1.2160,1.0110,1.2160,0,0.00,0.08%
261002,景顺长城优信增利债券A,1.3840,1.3940,1.3810,1.3910,0.0030,0.22,0.08%
261101,景顺长城稳定债券C,1.01,1.1830,1.0090,1.1820,0.0010,0.10,0.00%
261102,景顺长城信增债券C,1.3550,1.3650,1.3520,1.3620,0.0030,0.22,0.00%
262001,景顺长城大中华混合,,,1.6310,1.6410,,,0.16%
263001,景顺长城上证180联接,1.5250,1.5250,1.5250,1.5250,0,0.00,0.12%
270001,广发聚富,1.0739,3.8899,1.0563,3.8723,0.0176,1.67,0.15%
270002,广发稳健增长,1.2839,4.0913,1.2775,4.0849,0.0064,0.50,0.15%
270005,广发聚丰混合,0.9739,5.2352,0.9655,5.1971,0.0084,0.87,0.15%
270006,广发策略优选,1.9946,3.2546,1.9616,3.2216,0.0330,1.68,0.15%
270007,广发大盘成长,1.1633,1.1633,1.1542,1.1542,0.0091,0.79,0.15%
270008,广发核心精选混合,3.2760,3.4860,3.26,3.47,0.0160,0.49,0.15%
270009,广发增强债券,1.1160,1.5990,1.1150,1.5980,0.0010,0.09,0.00%
270010,广发沪深300ETF联接A,1.8345,2.1245,1.8258,2.1158,0.0087,0.48,0.12%
270021,广发聚瑞混合,1.95,1.95,1.9160,1.9160,0.0340,1.77,0.15%
270022,广发内需增长,0.9520,1.0520,0.9380,1.0380,0.0140,1.49,0.15%
270023,广发全球精选股票(QDII),,,1.6630,2.05,,,0.16%
270025,广发行业领先混合A,1.7950,2.1770,1.7760,2.1580,0.0190,1.07,0.15%
270026,广发中小板300联接,1.2522,1.2522,1.2565,1.2565,-0.0043,-0.34,0.12%
270027,广发全球农业指数,,,1.26,1.26,,,0.13%
270028,广发制造业精选混合,2.6690,2.6690,2.6260,2.6260,0.0430,1.64,0.15%
270029,广发聚财信用债券A,1.1130,1.4880,1.1130,1.4880,0,0.00,0.08%
270030,广发聚财信用债券B,1.0960,1.4630,1.0950,1.4620,0.0010,0.09,0.00%
270041,广发消费品精选混合,2.6170,2.6170,2.5710,2.5710,0.0460,1.79,0.15%
270042,广发纳斯达克100指数,,,1.9020,2.1720,,,0.13%
270044,广发双债添利债券A,1.2690,1.2690,1.2680,1.2680,0.0010,0.08,0.08%
270045,广发双债添利债券C,1.2540,1.2540,1.2540,1.2540,0,0.00,0.00%
270048,广发纯债债券A,1.1750,1.3150,1.1740,1.3140,0.0010,0.09,0.08%
270049,广发纯债债券C,1.1720,1.3030,1.1710,1.3020,0.0010,0.09,0.00%
270050,广发新经济混合,2.2730,2.2730,2.2290,2.2290,0.0440,1.97,0.15%
288001,华夏经典混合,0.9880,3.3780,0.99,3.38,-0.0020,-0.20,0.15%
288002,华夏收入混合,5.0020,6.4020,5.0060,6.4060,-0.0040,-0.08,0.15%
288102,华夏稳定双利债券C,1.0512,1.8570,1.0512,1.8570,0,0.00,0.00%
290002,泰信先行策略,0.6295,2.4421,0.6263,2.4351,0.0032,0.51,0.15%
290003,泰信双息双利债券,1.0332,1.4435,1.0332,1.4435,0,0.00,0.00%
290004,泰信优质生活混合,0.8159,1.6296,0.8210,1.6347,-0.0051,-0.62,0.15%
290005,泰信优势增长,1.2410,1.8510,1.2530,1.8630,-0.0120,-0.96,0.15%
290006,泰信蓝筹精选混合,1.1242,1.6019,1.1296,1.6073,-0.0054,-0.48,0.15%
290007,泰信增强债券A,1.0140,1.3170,1.0139,1.3169,0.0001,0.01,0.08%
290008,泰信发展主题混合,1.20,1.6390,1.1940,1.6330,0.0060,0.50,0.15%
290009,泰信周期债券,1.1340,1.4090,1.1340,1.4090,0,0.00,0.08%
290010,泰信中证200,1.0890,1.1090,1.0910,1.1110,-0.0020,-0.18,0.12%
290011,泰信中小盘精选混合,1.6470,1.9070,1.6530,1.9130,-0.0060,-0.36,0.15%
290012,泰信行业精选混合A,1.1210,1.4110,1.1560,1.4160,-0.0050,-0.43,0.15%
290014,泰信现代服务业混合,1.6580,1.7180,1.6490,1.7090,0.0090,0.55,0.15%
291007,泰信增强债券C,1.0064,1.2834,1.0063,1.2833,0.0001,0.01,0.00%
310308,申万菱信盛利精选混合,0.9687,3.0426,0.9687,3.0426,0,0.00,0.15%
310318,申万菱信沪深300指数增强,2.3337,3.1262,2.3263,3.1188,0.0074,0.32,0.12%
310328,申万菱信新动力混合,0.6369,3.0514,0.6282,3.0356,0.0087,1.38,0.15%
310358,申万菱信新经济混合,1.1660,2.5079,1.1514,2.4933,0.0146,1.27,0.15%
310368,申万菱信竞争优势混合,1.8025,2.2725,1.8063,2.2763,-0.0038,-0.21,0.15%
310378,申万菱信添益宝债券A,1.0540,1.4870,1.0540,1.4870,0,0.00,0.08%
310379,申万菱信添益宝债券B,1.0490,1.4580,1.0490,1.4580,0,0.00,0.00%
310388,申万菱信消费增长混合,1.47,1.7340,1.4290,1.6930,0.0410,2.87,0.15%
310398,申万菱信沪深300价值指数,1.6283,1.6283,1.6178,1.6178,0.0105,0.65,0.12%
310508,申万菱信稳益宝债券,1.38,1.5260,1.3750,1.5210,0.0050,0.36,0.08%
310518,申万可转换债券,1.2940,1.4440,1.2970,1.4470,-0.0030,-0.23,0.08%
320001,诺安平衡,0.9302,3.1902,0.9289,3.1889,0.0013,0.14,0.15%
320003,诺安先锋混合,1.4080,3.2915,1.3969,3.2804,0.0111,0.79,0.15%
320004,诺安优化收益债券,1.0312,1.7648,1.0288,1.7624,0.0024,0.23,0.00%
320005,诺安价值增长混合,1.1351,2.0801,1.1308,2.0758,0.0043,0.38,0.15%
320006,诺安灵活配置,2.4780,3.0580,2.4740,3.0540,0.0040,0.16,0.18%
320007,诺安成长混合,0.9290,1.3740,0.9190,1.3640,0.01,1.09,0.15%
320008,诺安增利债券A,1.3370,1.5020,1.3370,1.5020,0,0.00,0.08%
320009,诺安增利债券B,1.2730,1.4380,1.2730,1.4380,0,0.00,0.00%
320010,诺安中证100,1.3520,1.3520,1.3410,1.3410,0.0110,0.82,0.12%
320011,诺安中小盘精选混合,2.8890,2.9490,2.8790,2.9390,0.01,0.35,0.15%
320012,诺安主题精选混合,1.7630,1.8630,1.77,1.87,-0.0070,-0.40,0.15%
320013,诺安全球黄金,,,0.7920,0.8770,,,0.08%
320014,诺安上证新兴联接,1.1830,1.1830,1.1840,1.1840,-0.0010,-0.08,0.12%
320015,诺安行业轮动混合,1.0844,1.0844,1.0745,1.0745,0.0099,0.92,0.12%
320016,诺安多策略混合,1.6050,1.6050,1.6130,1.6130,-0.0080,-0.50,0.15%
320017,诺安全球不动产,,,1.5080,1.5080,,,0.15%
320018,诺安新动力灵活配置,1.7310,1.8510,1.7230,1.8430,0.0080,0.46,0.15%
320020,诺安汇鑫保本,0.9710,1.4150,0.97,1.4140,0.0010,0.10,0.12%
320022,诺安研究精选股票,0.9910,1.7220,0.9950,1.7290,-0.0040,-0.40,0.15%
340001,兴全可转债混合,1.1042,3.6602,1.1005,3.6565,0.0037,0.34,0.10%
340006,兴全全球视野股票,1.6489,4.3949,1.6361,4.3821,0.0128,0.78,0.15%
340008,兴全有机增长混合,2.6099,3.4299,2.5762,3.3962,0.0337,1.31,0.15%
340009,兴全磐稳增利债券,1.3413,1.6293,1.3409,1.6289,0.0004,0.03,0.08%
350001,天治财富增长,1.1753,3.0206,1.1635,3.0088,0.0118,1.01,0.12%
350002,天治低碳经济混合,0.8674,3.3924,0.8659,3.3909,0.0015,0.17,0.15%
350005,天治中国制造2025,2.0647,2.0647,2.0538,2.0538,0.0109,0.53,0.15%
350006,天治稳健双盈债券,1.8122,1.8522,1.8123,1.8523,-0.0001,-0.01,0.00%
350007,天治趋势精选,0.9810,0.9810,0.9780,0.9780,0.0030,0.31,0.15%
350008,天治新消费混合,1.78,1.78,1.7660,1.7660,0.0140,0.79,0.15%
350009,天治研究驱动混合A,1.2270,1.3960,1.2260,1.3950,0.0010,0.08,0.08%
360001,光大量化核心,1.2936,3.3373,1.2968,3.3405,-0.0032,-0.25,0.15%
360005,光大保德信红利混合,2.2205,4.7630,2.2278,4.7703,-0.0073,-0.33,0.15%
360006,光大保德信新增长混合,1.2288,3.0903,1.2168,3.0783,0.0120,0.99,0.15%
360007,光大保德信优势配置混合,1.2526,1.5776,1.2611,1.5861,-0.0085,-0.67,0.15%
360010,光大保德信均衡精选混合,1.2062,1.7074,1.2125,1.7137,-0.0063,-0.52,0.15%
360011,光大动态优选,0.9910,1.9250,0.9980,1.9320,-0.0070,-0.70,0.15%
360012,光大保德信中小盘混合,1.3280,1.7180,1.3360,1.7260,-0.0080,-0.60,0.15%
360013,光大添益债券A,1.0260,1.3570,1.0260,1.3570,0,0.00,0.08%
360014,光大添益债券C,1.02,1.3320,1.02,1.3320,0,0.00,0.00%
360016,光大保德信行业轮动混合,1.0120,1.8220,1.0110,1.8210,0.0010,0.10,0.15%
370021,上投分红添利债券A,1.0460,1.3450,1.0470,1.3460,-0.0010,-0.10,0.08%
370022,上投分红添利债券B,1.0420,1.3210,1.0420,1.3210,0,0.00,0.00%
370023,上投中证消费指数,1.5190,1.6990,1.5080,1.6880,0.0110,0.73,0.12%
370024,上投摩根核心优选混合,3.03,3.03,2.9890,2.9890,0.0410,1.37,0.15%
370025,上投轮动添利债券A,0.9890,1.10,0.9880,1.0990,0.0010,0.10,0.08%
370026,上投轮动添利债券C,0.9830,1.0790,0.9830,1.0790,0,0.00,0.00%
370027,上投摩根智选30混合,2.0480,2.0480,2.0270,2.0270,0.0210,1.04,0.15%
371020,上投纯债债券A,1.4140,1.4140,1.4130,1.4130,0.0010,0.07,0.08%
371120,上投纯债债券B,1.3660,1.3660,1.3660,1.3660,0,0.00,0.00%
372010,上投强化债券A,1.2980,1.3480,1.2930,1.3430,0.0050,0.39,0.08%
372110,上投强化债券B,1.2680,1.3150,1.2630,1.31,0.0050,0.40,0.00%
373010,上投摩根双息平衡混合A,0.9580,3.0512,0.9512,3.0444,0.0068,0.71,0.15%
373020,上投双核平衡,1.8755,2.3202,1.8481,2.2928,0.0274,1.48,0.15%
375010,上投中国优势,1.3098,5.3618,1.2980,5.35,0.0118,0.91,0.15%
376510,上投大盘蓝筹,1.8140,1.8140,1.7840,1.7840,0.03,1.68,0.15%
377010,上投摩根阿尔法混合,3.9860,5.9060,3.9441,5.8641,0.0419,1.06,0.15%
377016,上投摩根亚太优势混合,,,0.7920,0.7920,,,0.18%
377020,上投摩根内需动力混合,1.0203,1.7720,1.0089,1.7606,0.0114,1.13,0.15%
377150,上投摩根健康品质生活混合,2.1490,2.1490,2.1190,2.1190,0.03,1.42,0.15%
377240,上投摩根新兴动力混合A,3.0450,3.0450,3.0240,3.0240,0.0210,0.69,0.15%
377530,上投摩根行业轮动混合A,1.9210,2.2760,1.9090,2.2640,0.0120,0.63,0.15%
378006,上投摩根全球新兴市场混合,,,1.1050,1.1050,,,0.16%
378010,上投摩根成长先锋混合,1.2359,2.1049,1.2301,2.0991,0.0058,0.47,0.15%
378546,上投摩根全球天然资源混合,,,0.6750,0.6750,,,0.16%
379010,上投摩根中小盘混合,2.1990,2.2390,2.1790,2.2190,0.02,0.92,0.15%
380005,中银纯债债券A,1.03,1.2390,1.0290,1.2380,0.0010,0.10,0.08%
380006,中银纯债债券C,1.0290,1.2160,1.0290,1.2160,0,0.00,0.00%
380009,中银添利债券发起,1.4590,1.4590,1.4580,1.4580,0.0010,0.07,0.08%
393001,中海优势精选灵活配置混合,1.1490,1.2140,1.1590,1.2240,-0.01,-0.86,0.15%
395001,中海稳健债券,1.0020,1.5920,1.0020,1.5920,0,0.00,0.00%
395011,中海增强债券A,1.14,1.32,1.1380,1.3180,0.0020,0.18,0.08%
395012,中海增强债券C,1.1290,1.2790,1.1280,1.2780,0.0010,0.09,0.00%
398001,中海优质成长混合,0.4934,3.4349,0.4866,3.4180,0.0068,1.40,0.12%
398011,中海分红增利混合,0.7853,2.1853,0.7743,2.1743,0.0110,1.42,0.15%
398021,中海能源策略,0.8633,1.1733,0.8585,1.1685,0.0048,0.56,0.15%
398031,中海蓝筹灵活,0.8080,2.0130,0.7989,2.0039,0.0091,1.14,0.15%
398041,中海量化策略混合,0.8920,1.4290,0.9040,1.4410,-0.0120,-1.33,0.15%
398051,中海环保新能源,0.9790,0.9790,0.9710,0.9710,0.0080,0.82,0.15%
398061,中海消费混合,2.7690,2.9790,2.7520,2.9620,0.0170,0.62,0.15%
399001,中海上证50,1.2380,1.2380,1.2310,1.2310,0.0070,0.57,0.12%
399011,中海医疗保健主题股票,1.5830,1.9930,1.58,1.99,0.0030,0.19,0.15%
400001,东方龙混合,1.0509,3.0624,1.0589,3.0704,-0.0080,-0.76,0.15%
400003,东方精选,1.6232,5.0011,1.6335,5.0291,-0.0103,-0.63,0.15%
400007,东方策略成长混合,2.8542,2.8542,2.8389,2.8389,0.0153,0.54,0.15%
400009,东方稳健债券,1.1190,1.2850,1.1180,1.2840,0.0010,0.09,0.08%
400011,东方核心动力混合,1.4803,1.4803,1.4747,1.4747,0.0056,0.38,0.15%
400013,东方成长收益平衡混合,1.2290,1.44,1.2290,1.44,0,0.00,0.12%
400015,东方增长中小盘,1.3846,1.8446,1.3831,1.8431,0.0015,0.11,0.15%
400016,东方强化收益债券,1.0364,1.3164,1.0345,1.3145,0.0019,0.18,0.08%
400018,东方启明量化先锋基金,1.4808,1.4808,1.4784,1.4784,0.0024,0.16,0.15%
400020,东方安心收益保本,0.9842,1.3316,0.9844,1.3319,-0.0002,-0.02,0.12%
400022,东方利群混合A,1.2735,1.2735,1.2807,1.2807,-0.0072,-0.56,0.15%
400023,东方多策略灵活配置混合A,1.1195,1.2895,1.1208,1.2908,-0.0013,-0.12,0.12%
400025,东方新兴成长混合,1.4596,1.4596,1.4369,1.4369,0.0227,1.58,0.15%
400027,东方双债添利债券A,1.4489,1.4489,1.4541,1.4541,-0.0052,-0.36,0.08%
400029,东方双债添利债券C,1.4317,1.4317,1.4368,1.4368,-0.0051,-0.36,0.00%
400030,东方添益债券,1.0057,1.1387,1.0051,1.1381,0.0006,0.06,0.08%
400032,东方主题精选混合,0.7561,0.7561,0.7586,0.7586,-0.0025,-0.33,0.15%
410001,华富竞争力优选,0.9846,2.5443,0.9675,2.5130,0.0171,1.77,0.15%
410003,华富成长趋势混合,0.9812,1.2712,0.9759,1.2659,0.0053,0.54,0.15%
410004,华富增强债券A,1.7891,2.1011,1.7890,2.1010,0.0001,0.01,0.08%
410005,华富增强债券B,1.7644,2.0464,1.7643,2.0463,0.0001,0.01,0.00%
410006,华富策略精选,1.4414,1.6014,1.4387,1.5987,0.0027,0.19,0.15%
410007,华富价值增长,1.1858,1.9858,1.1798,1.9798,0.0060,0.51,0.15%
410008,华富中证100,1.3380,1.3380,1.3279,1.3279,0.0101,0.76,0.12%
410009,华富量子生命力混合,1.0551,1.0551,1.0639,1.0639,-0.0088,-0.83,0.15%
410010,华富中小板指数增强,1.42,1.42,1.4230,1.4230,-0.0030,-0.21,0.12%
420001,天弘精选,0.7493,2.0855,0.7433,2.0720,0.0060,0.81,0.15%
420002,天弘永利债券A,1.0575,1.4943,1.0570,1.4938,0.0005,0.05,0.00%
420003,天弘永定价值成长混合,2.0233,2.3583,2.0322,2.3672,-0.0089,-0.44,0.15%
420005,天弘周期策略混合,1.4840,1.8550,1.4520,1.8230,0.0320,2.20,0.15%
420008,天弘债券发起式A,1.1430,1.1720,1.1420,1.1710,0.0010,0.09,0.08%
420009,天弘安康养老混合,1.4850,1.4850,1.4830,1.4830,0.0020,0.13,0.10%
420102,天弘永利债券B,1.0592,1.5355,1.0586,1.5349,0.0006,0.06,0.08%
420108,天弘债券发起式B,1.1180,1.1460,1.1170,1.1450,0.0010,0.09,0.00%
450001,国富中国收益,0.8749,2.6948,0.8761,2.6968,-0.0012,-0.14,0.15%
450002,国富弹性市值混合,1.2521,3.5493,1.2469,3.5441,0.0052,0.42,0.15%
450003,国富潜力组合混合A,1.1850,2.0250,1.1850,2.0250,0,0.00,0.15%
450004,国富深化价值混合,1.17,1.64,1.1620,1.6320,0.0080,0.69,0.15%
450005,国富强化债券A,1.2257,1.6097,1.2269,1.6109,-0.0012,-0.10,0.08%
450006,国富强化债券C,1.1060,1.5621,1.1071,1.5632,-0.0011,-0.10,0.00%
450007,国富成长动力混合,1.4536,1.6336,1.4460,1.6260,0.0076,0.53,0.15%
450008,国富沪深300,1.1250,1.4680,1.1230,1.4660,0.0020,0.18,0.12%
450009,国富中小盘,1.8090,2.3270,1.8080,2.3260,0.0010,0.06,0.15%
450010,国富策略回报混合,1.3340,1.3340,1.3310,1.3310,0.0030,0.23,0.15%
450011,国富研究精选混合,1.4030,1.4030,1.4070,1.4070,-0.0040,-0.28,0.15%
450018,国富恒久信用债券A,1.3010,1.3010,1.3010,1.3010,0,0.00,0.08%
450019,国富恒久信用债券C,1.2850,1.2850,1.2850,1.2850,0,0.00,0.00%
457001,国富亚洲机会股票,,,1.03,1.0850,,,0.15%
460001,华泰柏瑞盛世中国混合,0.4962,3.2115,0.4927,3.2031,0.0035,0.71,0.15%
460002,华泰柏瑞积极成长混合A,1.3781,1.7450,1.3885,1.7554,-0.0104,-0.75,0.15%
460003,华泰柏瑞稳本增利债券B,0.9892,1.3842,0.9888,1.3838,0.0004,0.04,0.00%
460005,华泰柏瑞价值增长混合,2.5085,3.3615,2.5035,3.3565,0.0050,0.20,0.15%
460007,华泰柏瑞行业领先混合,1.5590,1.5590,1.5560,1.5560,0.0030,0.19,0.15%
460008,华泰柏瑞稳健收益债券A,1.2840,1.2840,1.2840,1.2840,0,0.00,0.08%
460009,华泰柏瑞量化先行混合,1.5010,2.0320,1.5090,2.04,-0.0080,-0.53,0.15%
460010,华泰柏瑞亚洲领导企业混合,,,0.9910,0.9910,,,0.16%
460108,华泰柏瑞稳健收益债券C,1.2630,1.2630,1.2630,1.2630,0,0.00,0.00%
460220,华泰柏瑞中小盘联接,1.1205,1.1205,1.1239,1.1239,-0.0034,-0.30,0.15%
460300,华泰柏瑞沪深300联接,1.7760,1.7760,1.7674,1.7674,0.0086,0.49,0.10%
470006,汇添富医药保健混合,1.2930,1.5940,1.2890,1.59,0.0040,0.31,0.15%
470007,汇添富上证综指,1.0920,1.21,1.0920,1.21,0,0.00,0.10%
470008,汇添富策略回报混合,1.6740,1.8040,1.6580,1.7880,0.0160,0.97,0.15%
470009,汇添富民营活力混合,3.2350,3.4850,3.1950,3.4450,0.04,1.25,0.15%
470010,汇添富多元收益债券A,1.1790,1.5480,1.1770,1.5460,0.0020,0.17,0.08%
470011,汇添富多元收益债券C,1.1580,1.5180,1.1560,1.5160,0.0020,0.17,0.00%
470018,汇添富双利债券A,1.5210,1.5210,1.5180,1.5180,0.0030,0.20,0.08%
470021,汇添富优选回报灵活配置混合A,1.1490,1.1490,1.1460,1.1460,0.0030,0.26,0.15%
470028,汇添富社会责任混合,1.8650,1.8650,1.8740,1.8740,-0.0090,-0.48,0.15%
470058,汇添富可转换债券A,1.4080,1.4780,1.4020,1.4720,0.0060,0.43,0.08%
470059,汇添富可转换债券C,1.3730,1.4430,1.3680,1.4380,0.0050,0.37,0.00%
470068,汇添富深证300ETF联接,1.4598,1.4598,1.4577,1.4577,0.0021,0.14,0.10%
470078,汇添富增强债券C,1.2060,1.5110,1.2080,1.5130,-0.0020,-0.17,0.00%
470098,汇添富逆向投资混合,1.8320,2.4010,1.8350,2.4040,-0.0030,-0.16,0.15%
470888,汇添富香港混合(QDII),,,1.1010,1.2510,,,0.12%
481001,工银核心价值混合A,0.3326,4.5591,0.3305,4.5515,0.0021,0.64,0.15%
481004,工银稳健成长混合A,1.2880,1.5380,1.2910,1.5410,-0.0030,-0.23,0.15%
481006,工银红利混合,0.8827,0.9237,0.8771,0.9181,0.0056,0.64,0.15%
481008,工银大盘蓝筹混合,1.0980,1.8170,1.0960,1.8150,0.0020,0.18,0.15%
481009,工银沪深300,1.1696,1.6669,1.1642,1.6615,0.0054,0.46,0.12%
481010,工银中小盘混合,1.2720,1.2720,1.2820,1.2820,-0.01,-0.78,0.15%
481012,工银深证红利联接,1.3607,1.5389,1.3483,1.5265,0.0124,0.92,0.10%
481013,工银消费服务混合,1.48,1.8290,1.4730,1.8220,0.0070,0.48,0.15%
481015,工银主题策略混合,2.1470,2.1470,2.1420,2.1420,0.0050,0.23,0.15%
481017,工银量化策略混合,2.2330,2.2330,2.2350,2.2350,-0.0020,-0.09,0.15%
